mission,cohort1,assessment1,submission1,name1,cohort2,assessment2,submission2,name2,percent1,percent2,lines,url
beautiful_runes,1821,33159,887276,jeffrey_ruiz,1821,33159,879427,christopher_johnson,23,21,15,http://moss.stanford.edu/results/1/8855705839555/match97.html
beautiful_runes,1821,33159,875934,amanda_spears,2023,42731,1137674,jasmine_smith,20,23,6,http://moss.stanford.edu/results/1/8855705839555/match98.html
beautiful_runes,1821,33159,874308,raymond_stevenson,1935,38713,1023403,michael_powell,7,13,4,http://moss.stanford.edu/results/1/8855705839555/match99.html
beautiful_runes,1821,33159,874054,edward_walker,2023,42731,1136187,danielle_williams_dds,0,8,2,http://moss.stanford.edu/results/1/8855705839555/match100.html
beautiful_runes,1935,38713,1079142,robert_myers,1935,38713,1031526,jacob_jones,3,20,4,http://moss.stanford.edu/results/1/8855705839555/match101.html
beautiful_runes,1935,38713,1035830,john_zuniga,1935,38713,1035686,lisa_reese,14,19,3,http://moss.stanford.edu/results/1/8855705839555/match102.html
beautiful_runes,1935,38713,1035830,john_zuniga,1935,38713,1027426,joshua_hernandez,14,15,3,http://moss.stanford.edu/results/1/8855705839555/match103.html
beautiful_runes,1935,38713,1035830,john_zuniga,1935,38713,1026134,carol_harris,14,14,3,http://moss.stanford.edu/results/1/8855705839555/match104.html
beautiful_runes,1935,38713,1035783,bill_woodard,1935,38713,1026134,carol_harris,41,14,18,http://moss.stanford.edu/results/1/8855705839555/match105.html
beautiful_runes,1935,38713,1035686,lisa_reese,1935,38713,1035259,traci_cooper,19,4,3,http://moss.stanford.edu/results/1/8855705839555/match106.html
beautiful_runes,1935,38713,1035604,kelly_andrews,2023,42731,1140323,shannon_glover,13,11,4,http://moss.stanford.edu/results/1/8855705839555/match107.html
beautiful_runes,1935,38713,1035492,jennifer_miller,2023,42731,1142307,jason_kelly,17,4,4,http://moss.stanford.edu/results/1/8855705839555/match108.html
beautiful_runes,1935,38713,1035492,jennifer_miller,1935,38713,1031366,rachel_wilson,17,24,5,http://moss.stanford.edu/results/1/8855705839555/match109.html
beautiful_runes,1935,38713,1035236,mrs._amy_white_phd,1935,38713,1035031,james_webb,46,1,6,http://moss.stanford.edu/results/1/8855705839555/match110.html
beautiful_runes,1935,38713,1033436,sarah_robinson,1935,38713,1028715,thomas_harris,23,4,8,http://moss.stanford.edu/results/1/8855705839555/match111.html
beautiful_runes,1935,38713,1033096,pamela_gibbs,2023,42731,1137666,justin_young,9,19,5,http://moss.stanford.edu/results/1/8855705839555/match112.html
beautiful_runes,1935,38713,1032769,victoria_hubbard,2023,42731,1136187,danielle_williams_dds,15,7,3,http://moss.stanford.edu/results/1/8855705839555/match113.html
beautiful_runes,1935,38713,1031424,david_washington,1935,38713,1036013,sabrina_clark,16,11,3,http://moss.stanford.edu/results/1/8855705839555/match114.html
beautiful_runes,1935,38713,1031424,david_washington,1935,38713,1025867,gary_barrett,16,14,3,http://moss.stanford.edu/results/1/8855705839555/match115.html
beautiful_runes,1935,38713,1031366,rachel_wilson,1935,38713,1035075,lynn_mccarthy,24,20,6,http://moss.stanford.edu/results/1/8855705839555/match116.html
beautiful_runes,1935,38713,1030273,molly_davis,1935,38713,1031424,david_washington,12,16,3,http://moss.stanford.edu/results/1/8855705839555/match117.html
beautiful_runes,1935,38713,1027426,joshua_hernandez,1935,38713,1035259,traci_cooper,15,4,3,http://moss.stanford.edu/results/1/8855705839555/match118.html
beautiful_runes,1935,38713,1026506,casey_wilson,1935,38713,1031526,jacob_jones,3,20,7,http://moss.stanford.edu/results/1/8855705839555/match119.html
beautiful_runes,1935,38713,1026134,carol_harris,1935,38713,1035259,traci_cooper,14,4,3,http://moss.stanford.edu/results/1/8855705839555/match120.html
beautiful_runes,1935,38713,1026028,cynthia_pena,1935,38713,1024668,jamie_bennett,4,11,7,http://moss.stanford.edu/results/1/8855705839555/match121.html
beautiful_runes,1935,38713,1025985,martin_baker,1935,38713,1035031,james_webb,6,1,16,http://moss.stanford.edu/results/1/8855705839555/match122.html
beautiful_runes,1935,38713,1025969,robin_coleman,1935,38713,1031366,rachel_wilson,8,24,4,http://moss.stanford.edu/results/1/8855705839555/match123.html
beautiful_runes,1935,38713,1025877,julie_gibson,2023,42731,1136190,alexander_wells,1,0,6,http://moss.stanford.edu/results/1/8855705839555/match124.html
beautiful_runes,1935,38713,1025319,andrea_davis,1935,38713,1024560,faith_bennett,5,13,3,http://moss.stanford.edu/results/1/8855705839555/match125.html
beautiful_runes,1935,38713,1024872,heather_english,1935,38713,1026028,cynthia_pena,32,4,3,http://moss.stanford.edu/results/1/8855705839555/match126.html
beautiful_runes,1935,38713,1024668,jamie_bennett,1935,38713,1022217,martha_ramirez,11,5,7,http://moss.stanford.edu/results/1/8855705839555/match127.html
beautiful_runes,1935,38713,1024483,timothy_tucker,2023,42731,1150745,timothy_tucker,29,26,4,http://moss.stanford.edu/results/1/8855705839555/match128.html
beautiful_runes,1935,38713,1022230,edward_gonzales,1935,38713,1027033,jorge_krause,10,8,4,http://moss.stanford.edu/results/1/8855705839555/match129.html
beautiful_runes,1821,33159,887276,jeffrey_ruiz,1821,33159,875558,ivan_kramer,22,11,15,http://moss.stanford.edu/results/1/8855705839555/match130.html
beautiful_runes,1821,33159,887276,jeffrey_ruiz,1821,33159,873360,samantha_duncan,22,4,15,http://moss.stanford.edu/results/1/8855705839555/match131.html
beautiful_runes,1821,33159,884584,james_black,1935,38713,1023403,michael_powell,18,13,6,http://moss.stanford.edu/results/1/8855705839555/match132.html
beautiful_runes,1821,33159,884239,alicia_walker,1935,38713,1079142,robert_myers,36,3,7,http://moss.stanford.edu/results/1/8855705839555/match133.html
beautiful_runes,1821,33159,884239,alicia_walker,1935,38713,1023403,michael_powell,36,13,7,http://moss.stanford.edu/results/1/8855705839555/match134.html
beautiful_runes,1821,33159,882648,lori_huff_dvm,1935,38713,1022217,martha_ramirez,6,5,7,http://moss.stanford.edu/results/1/8855705839555/match135.html
beautiful_runes,1821,33159,881725,taylor_johnson,1935,38713,1035075,lynn_mccarthy,5,20,7,http://moss.stanford.edu/results/1/8855705839555/match136.html
beautiful_runes,1821,33159,881599,katherine_moore,1935,38713,1024437,jeffrey_king,36,3,1,http://moss.stanford.edu/results/1/8855705839555/match137.html
beautiful_runes,1821,33159,881486,melissa_graham,2023,42731,1142233,robert_tran,3,9,3,http://moss.stanford.edu/results/1/8855705839555/match138.html
beautiful_runes,1821,33159,881324,oscar_monroe,1821,33159,881486,melissa_graham,22,3,4,http://moss.stanford.edu/results/1/8855705839555/match139.html
beautiful_runes,1821,33159,879953,sarah_johnson,1821,33159,879427,christopher_johnson,21,21,2,http://moss.stanford.edu/results/1/8855705839555/match140.html
beautiful_runes,1821,33159,879427,christopher_johnson,1935,38713,1028723,nicholas_barrett,21,9,2,http://moss.stanford.edu/results/1/8855705839555/match141.html
beautiful_runes,1821,33159,877664,pamela_price,1935,38713,1031424,david_washington,25,16,3,http://moss.stanford.edu/results/1/8855705839555/match142.html
beautiful_runes,1821,33159,877664,pamela_price,1935,38713,1025867,gary_barrett,25,14,3,http://moss.stanford.edu/results/1/8855705839555/match143.html
beautiful_runes,1821,33159,877664,pamela_price,1821,33159,875032,laura_perry,25,10,3,http://moss.stanford.edu/results/1/8855705839555/match144.html
beautiful_runes,1821,33159,877489,mark_young,2023,42731,1142457,sherry_cardenas,29,7,8,http://moss.stanford.edu/results/1/8855705839555/match145.html
beautiful_runes,1821,33159,877026,thomas_cox,1935,38713,1022373,gregory_foster,9,2,4,http://moss.stanford.edu/results/1/8855705839555/match146.html
beautiful_runes,1821,33159,877026,thomas_cox,1821,33159,875032,laura_perry,9,10,3,http://moss.stanford.edu/results/1/8855705839555/match147.html
beautiful_runes,1821,33159,875930,jennifer_summers,1935,38713,1035554,daniel_cox_dds,7,3,13,http://moss.stanford.edu/results/1/8855705839555/match148.html
beautiful_runes,1821,33159,875415,norman_gonzalez,1935,38713,1035492,jennifer_miller,15,17,5,http://moss.stanford.edu/results/1/8855705839555/match149.html
dna_using_data_directed_programming,1935,39561,1085160,lisa_smith,1935,39561,1085437,ruben_thompson_jr.,69,69,72,http://moss.stanford.edu/results/0/1030338218874/match0.html
dna_using_data_directed_programming,1935,39561,1089955,nathaniel_hood,2023,41901,1197130,nathaniel_hood,82,84,66,http://moss.stanford.edu/results/0/1030338218874/match1.html
dna_using_data_directed_programming,1935,39561,1083294,tara_bonilla,2023,41901,1182462,tara_bonilla,76,76,64,http://moss.stanford.edu/results/0/1030338218874/match2.html
dna_using_data_directed_programming,1935,39561,1094475,ruben_mccoy_phd,1935,39561,1090647,tina_fields,54,53,52,http://moss.stanford.edu/results/0/1030338218874/match3.html
dna_using_data_directed_programming,1935,39561,1081661,allen_bailey,1935,39561,1082893,nicole_stewart,44,77,70,http://moss.stanford.edu/results/0/1030338218874/match4.html
dna_using_data_directed_programming,1935,39561,1080928,brandi_duncan,1935,39561,1091093,laurie_wallace,55,65,31,http://moss.stanford.edu/results/0/1030338218874/match5.html
dna_using_data_directed_programming,1935,39561,1074912,lance_haynes,1935,39561,1075696,brittney_harding,29,20,40,http://moss.stanford.edu/results/0/1030338218874/match6.html
dna_using_data_directed_programming,1935,39561,1075696,brittney_harding,1935,39561,1074887,karen_walker,20,18,38,http://moss.stanford.edu/results/0/1030338218874/match7.html
dna_using_data_directed_programming,1935,39561,1075038,danielle_marsh,1935,39561,1075564,jason_ochoa,34,27,50,http://moss.stanford.edu/results/0/1030338218874/match8.html
dna_using_data_directed_programming,1935,39561,1086774,jamie_bennett,1935,39561,1085329,christopher_marquez,43,50,40,http://moss.stanford.edu/results/0/1030338218874/match9.html
dna_using_data_directed_programming,1935,39561,1086774,jamie_bennett,1935,39561,1083610,christopher_anderson,43,50,40,http://moss.stanford.edu/results/0/1030338218874/match10.html
dna_using_data_directed_programming,1935,39561,1086547,randy_rodriguez,1935,39561,1079753,jeremy_parks,42,60,26,http://moss.stanford.edu/results/0/1030338218874/match11.html
dna_using_data_directed_programming,1935,39561,1085153,raymond_adams,1935,39561,1082893,nicole_stewart,29,52,48,http://moss.stanford.edu/results/0/1030338218874/match12.html
dna_using_data_directed_programming,1935,39561,1083610,christopher_anderson,1935,39561,1085329,christopher_marquez,50,50,39,http://moss.stanford.edu/results/0/1030338218874/match13.html
dna_using_data_directed_programming,1935,39561,1081661,allen_bailey,1935,39561,1085153,raymond_adams,30,29,50,http://moss.stanford.edu/results/0/1030338218874/match14.html
dna_using_data_directed_programming,1935,39561,1085283,andrew_black,1935,39561,1083777,kevin_may,50,49,44,http://moss.stanford.edu/results/0/1030338218874/match15.html
dna_using_data_directed_programming,2023,41901,1196758,crystal_montgomery,2023,41901,1197285,carmen_lopez,34,35,32,http://moss.stanford.edu/results/0/1030338218874/match16.html
dna_using_data_directed_programming,2023,41901,1195605,sierra_montoya,2023,41901,1197285,carmen_lopez,52,35,32,http://moss.stanford.edu/results/0/1030338218874/match17.html
dna_using_data_directed_programming,2023,41901,1195605,sierra_montoya,2023,41901,1196758,crystal_montgomery,52,34,32,http://moss.stanford.edu/results/0/1030338218874/match18.html
dna_using_data_directed_programming,1935,39561,1086952,helen_mcdonald,2023,41901,1197130,nathaniel_hood,41,39,32,http://moss.stanford.edu/results/0/1030338218874/match19.html
dna_using_data_directed_programming,1935,39561,1086952,helen_mcdonald,1935,39561,1089955,nathaniel_hood,41,38,35,http://moss.stanford.edu/results/0/1030338218874/match20.html
dna_using_data_directed_programming,1935,39561,1080205,amber_bennett,1935,39561,1086333,paula_guerrero,49,40,44,http://moss.stanford.edu/results/0/1030338218874/match21.html
dna_using_data_directed_programming,1935,39561,1083777,kevin_may,1935,39561,1083781,janet_foster,47,43,42,http://moss.stanford.edu/results/0/1030338218874/match22.html
dna_using_data_directed_programming,1935,39561,1083516,cassandra_hernandez,2023,41901,1182474,robert_barton,44,46,38,http://moss.stanford.edu/results/0/1030338218874/match23.html
dna_using_data_directed_programming,1935,39561,1082676,patrick_ramsey,2023,41901,1182474,robert_barton,41,46,43,http://moss.stanford.edu/results/0/1030338218874/match24.html
dna_using_data_directed_programming,1935,39561,1088681,melinda_waller,2023,41901,1187447,melinda_waller,48,47,26,http://moss.stanford.edu/results/0/1030338218874/match25.html
dna_using_data_directed_programming,1935,39561,1077630,austin_morrison,1935,39561,1086588,david_washington,20,52,24,http://moss.stanford.edu/results/0/1030338218874/match26.html
dna_using_data_directed_programming,1935,39561,1089903,jessica_coleman,1935,39561,1090519,rebecca_crawford,39,41,47,http://moss.stanford.edu/results/0/1030338218874/match27.html
dna_using_data_directed_programming,1935,39561,1086774,jamie_bennett,2023,41901,1198245,michael_stewart,38,26,31,http://moss.stanford.edu/results/0/1030338218874/match28.html
dna_using_data_directed_programming,1935,39561,1085329,christopher_marquez,2023,41901,1198245,michael_stewart,44,26,30,http://moss.stanford.edu/results/0/1030338218874/match29.html
dna_using_data_directed_programming,1935,39561,1083610,christopher_anderson,2023,41901,1198245,michael_stewart,45,26,30,http://moss.stanford.edu/results/0/1030338218874/match30.html
