mission,cohort1,assessment1,submission1,name1,cohort2,assessment2,submission2,name2,percent1,percent2,lines,url
circle_manipulation,1935,38686,1045050,cynthia_berry,1935,38686,1042595,beverly_tran,99,99,17,http://moss.stanford.edu/results/0/2057808503481/match0.html
circle_manipulation,1935,38686,1044000,tara_bonilla,1935,38686,1040959,timothy_tucker,94,91,13,http://moss.stanford.edu/results/0/2057808503481/match1.html
circle_manipulation,1935,38686,1043715,sean_webster,1935,38686,1045761,helen_mcdonald,93,91,13,http://moss.stanford.edu/results/0/2057808503481/match2.html
circle_manipulation,1935,38686,1044903,elizabeth_vaughn,1935,38686,1045999,sarah_robinson,71,73,10,http://moss.stanford.edu/results/0/2057808503481/match3.html
circle_manipulation,1935,38686,1047446,jessica_coleman,1935,38686,1047163,jesse_perry,90,89,13,http://moss.stanford.edu/results/0/2057808503481/match4.html
circle_manipulation,1935,38686,1047446,jessica_coleman,1935,38686,1046708,matthew_martinez,90,90,13,http://moss.stanford.edu/results/0/2057808503481/match5.html
circle_manipulation,1935,38686,1047446,jessica_coleman,1935,38686,1042170,kenneth_gross,90,90,13,http://moss.stanford.edu/results/0/2057808503481/match6.html
circle_manipulation,1935,38686,1047163,jesse_perry,1935,38686,1046708,matthew_martinez,89,90,12,http://moss.stanford.edu/results/0/2057808503481/match7.html
circle_manipulation,1935,38686,1047163,jesse_perry,1935,38686,1042170,kenneth_gross,89,90,11,http://moss.stanford.edu/results/0/2057808503481/match8.html
circle_manipulation,1935,38686,1046708,matthew_martinez,1935,38686,1042170,kenneth_gross,90,90,12,http://moss.stanford.edu/results/0/2057808503481/match9.html
circle_manipulation,1935,38686,1046631,gloria_murray_dvm,1935,38686,1047446,jessica_coleman,90,90,13,http://moss.stanford.edu/results/0/2057808503481/match10.html
circle_manipulation,1935,38686,1046631,gloria_murray_dvm,1935,38686,1047163,jesse_perry,90,89,12,http://moss.stanford.edu/results/0/2057808503481/match11.html
circle_manipulation,1935,38686,1046631,gloria_murray_dvm,1935,38686,1046708,matthew_martinez,90,90,12,http://moss.stanford.edu/results/0/2057808503481/match12.html
circle_manipulation,1935,38686,1046631,gloria_murray_dvm,1935,38686,1042170,kenneth_gross,90,90,12,http://moss.stanford.edu/results/0/2057808503481/match13.html
circle_manipulation,1935,38686,1043819,nancy_payne,1935,38686,1104094,jody_cole,91,89,17,http://moss.stanford.edu/results/0/2057808503481/match14.html
circle_manipulation,1935,38686,1045821,jeffrey_thornton,1935,38686,1058119,david_rodriguez,97,97,17,http://moss.stanford.edu/results/0/2057808503481/match15.html
circle_manipulation,1935,38686,1046514,kristi_stevens,1935,38686,1038865,debbie_fernandez,83,84,14,http://moss.stanford.edu/results/0/2057808503481/match16.html
circle_manipulation,1935,38686,1042368,selena_navarro,1935,38686,1038959,brittany_phillips,87,86,14,http://moss.stanford.edu/results/0/2057808503481/match17.html
circle_manipulation,1935,38686,1040928,jessica_williams,1935,38686,1046596,bradley_rush,64,88,12,http://moss.stanford.edu/results/0/2057808503481/match18.html
circle_manipulation,1935,38686,1075034,ruben_mccoy_phd,1935,38686,1040052,jerry_martinez_md,90,72,15,http://moss.stanford.edu/results/0/2057808503481/match19.html
circle_manipulation,1935,38686,1044436,madison_lewis,1935,38686,1045881,nathaniel_hood,44,65,18,http://moss.stanford.edu/results/0/2057808503481/match20.html
circle_manipulation,1935,38686,1047446,jessica_coleman,1935,38686,1044063,david_decker,72,73,13,http://moss.stanford.edu/results/0/2057808503481/match21.html
circle_manipulation,1935,38686,1047163,jesse_perry,1935,38686,1044063,david_decker,71,73,11,http://moss.stanford.edu/results/0/2057808503481/match22.html
circle_manipulation,1935,38686,1046708,matthew_martinez,1935,38686,1044063,david_decker,72,73,12,http://moss.stanford.edu/results/0/2057808503481/match23.html
circle_manipulation,1935,38686,1046631,gloria_murray_dvm,1935,38686,1044063,david_decker,72,73,12,http://moss.stanford.edu/results/0/2057808503481/match24.html
circle_manipulation,1935,38686,1044063,david_decker,1935,38686,1042170,kenneth_gross,73,72,11,http://moss.stanford.edu/results/0/2057808503481/match25.html
circle_manipulation,1935,38686,1045847,rachel_wilson,1935,38686,1047100,mikayla_nelson,93,94,15,http://moss.stanford.edu/results/0/2057808503481/match26.html
