Name,Please indicate the assignments,ID
daniel_campbell,circle_manipulation,Name Not Found Error
james_thomas,diagnostics,Name Not Found Error
john_shaffer,curve_manipulation,Name Not Found Error
michael_castro,"advanced_spells,rogue_train",Name Not Found Error
marissa_sutton,"rogue_train,what_sort_of_sorcery_is_this",Name Not Found Error
michael_martin,rogue_train,Name Not Found Error
jessica_hill,"hungry_games_training,part_i,hungry_games_training,part_ii",Name Not Found Error
