name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,num_confessed_assignments
thomas_cox,-0.2440079332973016,-0.19756193495563068,-0.17416086200461642,-0.16780343920538424,-0.0769438690320048,-0.027921417632913597,-0.054600276029745105,-0.057985385174486,-0.14013349280345289,-0.07298250806233005,0.035164516478848,0.014538055797718849,-0.056224156145749,0.033734511390916315,-0.004585779989096738,-0.0509402609756425,-0.04442882644894461,-0.06203271514592539,-0.11450700506538955,-0.006164632538474898,0
peter_hester,-0.23713151133202504,-0.22426460013807925,-0.20354164076797096,-0.110357146997964,-0.06627818491441495,-0.05224524472258981,-0.04017542413743954,-0.06139515732822286,-0.15879394544300462,-0.08604890753645962,0.045851412998926616,0.013016909924571602,-0.11892755066962261,0.022015889678276467,-0.14063436629664092,-0.04560585668385159,-0.0006288202610653689,-0.1327111931492151,0.12417950869860164,-0.0516190439005027,0
sherri_rogers,-0.25949080180974265,-0.22256954893720074,-0.16957047233689776,-0.16055791106561143,-0.009642026350520886,-0.04603401373550188,0.038162573132168365,-0.04730598995747701,-0.11453381521659085,-0.02645052167478549,-0.07141817405292329,-0.1101644103235149,-0.09037118470735113,0.0784868680653885,-0.03507693946687997,-0.01995651842392121,-0.05683230752101628,-0.06439192866549057,-0.11511284311537644,0.03488978048933701,0
brian_olsen,5.947987082195266,0.29376523547619104,0.17972099731354255,-0.03383271458125874,-0.020495523012510404,0.08296020239337681,0.05533478531163714,0.011232988370586915,-0.26467235797596533,0.03293028967709848,-0.1962922083538799,-0.08928819248770826,-0.111891828951637,-0.02531247002281602,-0.618850937341708,-0.13276203171862805,0.04131406897555482,0.179680852294802,-0.0855338570672902,0.7194660439655811,0
dr._stephen_martin,6.093055037472329,0.36127394316562506,-0.12672117051334544,-0.06800041222369042,-0.08002698678008673,0.11134151896151692,0.005801529366229004,-0.05884082442950986,-0.1525422115249911,0.07843755465057622,0.03389592604251498,-0.045381667468260625,-0.09045114344156907,0.06225967480209441,-0.49116332019509856,0.15365252213671513,0.14745122058820972,0.03705988073376166,-0.25061681176666445,0.17037298761010428,0
noah_morrow,-0.25626457466315816,-0.20121219800878118,-0.18021332401013535,-0.16859593214092594,-0.07020271920172787,-0.0346629941445103,-0.0367990428487573,-0.04174449347234298,-0.12384377515634482,-0.059672136247364886,0.017541078540837345,0.023824202998053278,-0.08853021535676553,0.034468865810778265,-0.04568964441182468,-0.04538367122739775,-0.04281289611717479,-0.01858884183306638,-0.0863474879582934,0.014735656924391273,0
colleen_wagner,-0.25557534027751555,-0.21786740903331078,-0.17389539112317765,-0.1674262573860697,-0.07153953367989505,-0.029870437472401184,-0.04783566146860474,-0.04974047555448472,-0.12450561665197873,-0.06331827863972712,0.019347933512188983,0.01485063741012384,-0.08945555182597487,0.030110843037564044,-0.04658248210477906,-0.05351164114192848,-0.03493773621344558,-0.04179693591208674,-0.08953333779857288,0.02040578111041838,0
sheila_medina,-0.7684549550509434,5.500018532842035,0.21746208093213054,-0.16383260603284766,0.11423907327363372,-0.013227909485283091,-0.10827728289482227,-0.16424504118100813,-0.16891420727708786,-0.23662040400496553,0.04119477385657317,0.13388018398978066,-0.009752785771977607,0.06304100317085415,-0.1431059006201215,-0.1150174779625566,0.11040362035161276,0.006041352848962378,-0.2480608956102654,0.23744647025430737,0
tricia_hamilton,-0.2542672513573504,-0.21547762960739736,-0.18008744782238592,-0.16581115415052497,-0.07035603661027888,-0.03294333077141651,-0.037089178202044056,-0.04353221333804888,-0.11836510894672293,-0.056725747020833016,0.02119341758299377,0.021725845193130575,-0.08453569807525556,0.02823766077434959,-0.04181065947463265,-0.04137571185947467,-0.03396389787840464,-0.03977791237677342,-0.08162473455127499,0.023957764902159492,0
julie_simon,-0.24178526190086813,-0.2175917245748357,-0.18462468313977767,-0.16540558936555186,-0.042517435875879236,-0.028427129792639096,-0.02645239352419748,-0.05847461249330014,-0.11659155524738772,-0.04566094210007379,-0.003433045814919007,-0.02550267818012407,-0.06419315990657189,0.09484363070655684,-0.07391472663764463,0.007011907856513886,-0.06526865397034945,-0.022596317224106877,-0.09710711204042703,0.03458832650919915,0
lisa_kelly,-0.26742419507167436,-0.23232129441014407,-0.2072160517657074,-0.08748498902219858,-0.06921217645981934,0.0338648566382652,5.314903909614891e-05,-0.04640709781467093,-0.17768654138785128,-0.07603069620519465,0.046772614631172785,-0.017481584866047572,-0.003961990827660167,-0.01726326355968484,-0.003521869313651555,-0.02890469144971998,-0.14946793171614192,-0.03972012904041293,-0.14130971207980203,0.0567518924958571,0
alexandria_jones,-0.2592957239918308,-0.1958196632632116,-0.18576469950226807,-0.13089967638599273,-0.08569648992095759,-0.039448984662923466,-0.038095907720167646,-0.048613358157460713,-0.13585274474021788,-0.05886405441960791,0.016974145241854616,0.033703530027331764,-0.09415718691088061,0.03465659816993402,-0.05689842761913434,-0.054413610759505064,-0.026815777848035068,-0.035538252609564586,-0.09897142862310751,0.026365499201130408,0
philip_matthews,-0.25248989599968286,-0.2277021293348111,-0.16433606282261523,-0.19163348194150548,-0.0749218708842005,-0.08323260135783357,0.09836357349650253,0.04370172548295033,-0.18668335615356962,0.06193499994083469,-0.18961555143861777,0.03180290053083817,-0.10706031873560394,0.23322790695655451,-0.048312695256831656,-0.16476867729054295,-0.30619675671009783,0.4473383396563292,0.015063291263495017,-0.27256859540100015,0
nicholas_simpson,-0.2753507404837777,-0.24490443179467422,-0.18006594453056032,-0.20133905967755894,-0.010431115694617516,-0.07615953049978802,-0.04525765365733754,-0.011680988731117111,-0.1634990533812592,-0.10401674692450007,0.013317830295110314,0.12496625720518079,-0.2175749240042464,0.13760399611952082,0.01865916213881992,-0.27123412991250184,0.007310855998196342,0.005932868926387607,-0.09144194546189031,-0.06338626120453283,0
luis_robertson,-0.3609912744650955,-0.1764512924054434,-0.6287818339127476,4.503893746299461,-1.093311076141768,-0.3005243826291259,0.05724807593063069,0.014730937926061215,-0.4231060144671458,-0.05347267078889292,-0.02559530374228736,0.2871989753537052,-0.36280154187768077,0.06231666245317632,-0.5184548472008802,-0.10630527988936103,0.26859523320564044,0.09669671360551292,-0.1576737138730772,-0.021311827743741383,0
yvonne_friedman,-0.3081426460502615,-0.22321350193178516,0.4096263176490946,-0.10866314682937661,-0.006695665249412021,-0.4062530926039277,0.7307503055303105,0.4529510805294359,-0.34802325829307534,-0.09407252026441669,0.02847010066328712,1.0095010011541483,-0.5261615140246859,-0.5993564578571237,0.3462736733887704,3.050321151343765,0.15773326798294293,0.03283136674812241,-0.2675933445270484,-0.3117285421295188,0
ronald_ward,5.614987565480589,0.2897981672083387,-0.12911122009725656,-0.08507864770420212,-0.11091385704299428,0.10319007995912892,-0.01153259697928059,-0.02100040252535781,-0.15711669048904292,0.044648503776853136,0.02831506344024762,0.05849703796103449,-0.13361606981348947,0.11585952795904883,-0.5367517168803461,0.11309486301263807,0.1674925003603531,0.06329038460817571,-0.1758840578906894,0.17511357080815532,0
robert_lopez,-0.2543445976273695,-0.22388731369403075,-0.17884188530209294,-0.17882522572782136,-0.07358487991552541,-0.046498397576828665,-0.020716803663986323,-0.012740946955403945,-0.13266713047713508,-0.03424092125255865,-0.036977023981189384,0.024748138813514987,-0.09577934859534523,0.08097652401631833,-0.03645102665125849,-0.07672579535151566,-0.044946481739298175,-0.025941151453142054,-0.07909611304165694,-0.005116210118722041,1
shawn_smith_dds,-0.2550463740514777,-0.2164897854997266,-0.18132245887056675,-0.1674452938055675,-0.07130860779765728,-0.03345199933797777,-0.03765811952421085,-0.04424284580769539,-0.12055399748103067,-0.05786911016690748,0.02159393717282601,0.022152577105377512,-0.08647455290515567,0.028811976679358725,-0.042875483965431664,-0.0425069900610389,-0.034862699744591344,-0.04123693054230187,-0.08351955918426514,0.024796245908670186,0
jessica_torres,-0.02933843926888224,0.07343614804697156,-0.2721090957781145,-0.07042231352863546,-0.5044554937554611,-0.30471011573234463,0.2798020466395677,-0.9274008133190695,1.4098617018561086,1.1899524172050442,0.16225050568786992,-2.457096018037642,-1.889379987501154,-1.6190840987706852,1.4777302068470792,0.12900893380918962,-0.28247250321221945,-0.5902091664162666,1.1881242950803463,-1.009111494484392,0
