NodeID1,NodeID2,edge_weights
aaron_christian,marc_key,0.011927610788313796
aaron_christian,joseph_trevino,0.008886120008421582
aaron_pope,annette_solis,0.009504725046813359
aaron_pope,carol_harris,0.02003227943285398
aaron_powell,jennifer_simmons,0.010028994257073891
aaron_powell,alicia_washington,0.06368409169928195
aaron_powell,ashley_johnson,0.06199719586011863
aaron_powell,jose_kennedy,0.012265894490153494
aaron_powell,pamela_gibbs,0.05277382506857877
aaron_powell,justin_young,0.06630088529174932
aaron_powell,rachel_hinton,0.010096529317584433
adam_french,robin_coleman,0.021012394765358648
adam_king,charles_white,0.020886507886671787
adam_king,brianna_wong,0.008536973022630928
adam_king,elizabeth_kennedy,0.008479869737776783
adam_king,brandy_sims,0.04111008342121156
adam_king,kristina_wilcox,0.03896103931803231
adam_king,william_cruz,0.037418064205900575
adrian_barnes_dds,kyle_wang,0.018286566632152324
adrian_barnes_dds,matthew_lang,0.010879253441297101
adrian_king,samuel_hayes,0.006131103970636336
adrian_king,tina_smith,0.017633987814131717
adrian_king,christine_robertson,0.1212223317749383
adrian_king,crystal_smith,0.022147370850744613
adrian_king,cynthia_dougherty,0.018606657388425003
adrian_pineda,diana_lee,0.010870114517058577
alan_williams,john_cuevas_md,0.013675161009578335
alan_williams,jennifer_washington,0.017534025820697945
alan_williams,franklin_carlson,0.014047251583787444
alan_williams,ronald_thomas,0.010462317093237066
alan_williams,sydney_wagner,0.031157993801626926
alan_williams,eduardo_shields,0.0056310679617811365
albert_turner,heather_bird,0.008769257468260015
albert_turner,trevor_ford,0.022236311034336275
albert_turner,michelle_owens,0.008220205701329534
albert_turner,nicole_stewart,0.019838661306996862
albert_turner,john_stewart,0.008828309484700623
albert_turner,jerry_garcia,0.02065383634374572
albert_turner,raymond_allen,0.01611223520280967
albert_turner,rachel_martin,0.013715205506638978
albert_turner,rachel_wilson,0.06585740276827638
albert_turner,pamela_kelley,0.011912228899127244
albert_turner,jeremy_parks,0.014722937114086954
albert_turner,thomas_barnes,0.025947856394373088
albert_turner,traci_rowland,0.014025349188651183
alex_perez,laura_phillips,0.016620555106746256
alex_perez,debra_nolan_dds,0.016398951010370415
alex_perez,edward_collier,0.017214706402736705
alex_perez,jasmine_smith,0.01765542097044172
alexa_hernandez,alexander_wells,0.03717119552468586
alexa_hernandez,frank_burns,0.030286887721348226
alexa_hernandez,justin_young,0.018818682883139898
alexa_hernandez,james_webb,0.010761397055658607
alexa_hernandez,carl_rollins,0.04617329577153431
alexa_hernandez,sandra_thompson,0.04142845163825041
alexa_hernandez,timothy_tucker,0.09235329409123427
alexa_hernandez,joshua_hernandez,0.011335072896468967
alexander_perry,carolyn_campbell,0.013684784605397765
alexandra_chavez,cassandra_hernandez,0.01823976431758005
alexandria_jones,ashley_rogers,0.015748746509989586
alexandria_jones,kerry_johnson,0.02030807713573902
alexandria_jones,sierra_montoya,0.02044483134887934
alexandria_jones,joshua_hernandez,0.020172237663077238
alexandria_jones,eric_odom,0.009844984303419364
alexis_conrad,jessica_wade,0.00991314511006811
alexis_robinson,sandra_rivas,0.008159821851591968
alicia_walker,jack_lopez,0.01213643368329374
alicia_walker,michael_powell,0.030642599133222922
alicia_walker,michael_solomon,0.015043967456034361
alicia_walker,ronald_thomas,0.012055253828573174
alicia_walker,shari_butler,0.01454751269742762
alicia_walker,robert_myers,0.03084894582498644
alicia_walker,randy_wheeler,0.015285827992420672
alicia_walker,joseph_krause,0.012635122461769422
alicia_washington,justin_young,0.05875627059096455
alicia_washington,ashley_johnson,0.06158250044923076
alicia_washington,rodney_walker,0.017065478679222135
