NodeID1,NodeID2,edge_weights
aaron_christian,joseph_trevino,0.00482723440999298
aaron_christian,marc_key,0.009062175329662173
aaron_pope,annette_solis,0.00675096865325719
aaron_pope,carol_harris,0.018317227081413385
aaron_powell,alicia_washington,0.04857310042157586
aaron_powell,ashley_johnson,0.04713518940755392
aaron_powell,jennifer_simmons,0.0074533555306808014
aaron_powell,jose_kennedy,0.010447621700388737
aaron_powell,justin_young,0.05080315676973224
aaron_powell,pamela_gibbs,0.03926836620918442
aaron_powell,rachel_hinton,0.007543817194262302
adam_french,robin_coleman,0.021208999973146604
adam_king,brandy_sims,0.047062912996657914
adam_king,brianna_wong,0.005453737936217988
adam_king,charles_white,0.020328963490047466
adam_king,elizabeth_kennedy,0.0053771637911930415
adam_king,kristina_wilcox,0.04430336170643193
adam_king,william_cruz,0.04023816218795984
adrian_barnes_dds,kyle_wang,0.01671954788651871
adrian_barnes_dds,matthew_lang,0.006505825407436452
adrian_king,christine_robertson,0.14720016338748426
adrian_king,crystal_smith,0.021588046222847837
adrian_king,cynthia_dougherty,0.016592780554727106
adrian_king,samuel_hayes,0.0020153563317379937
adrian_king,tina_smith,0.015415727937119626
adrian_pineda,diana_lee,0.008579735577549465
alan_williams,alan_williams,0.25127033208773564
alan_williams,eduardo_shields,0.0015520400275526077
alan_williams,franklin_carlson,0.010485684768728413
alan_williams,jennifer_washington,0.015462252750312488
alan_williams,john_cuevas_md,0.010050015556686456
alan_williams,ronald_thomas,0.008098710170219662
alan_williams,sydney_wagner,0.029862156879593853
albert_turner,heather_bird,0.005765190889135388
albert_turner,jeremy_parks,0.011276628502072185
albert_turner,jerry_garcia,0.020849816017240553
albert_turner,john_stewart,0.005844360523498159
albert_turner,michelle_owens,0.00472971307739487
albert_turner,nicole_stewart,0.019794246959250944
albert_turner,pamela_kelley,0.009512939960992043
albert_turner,rachel_martin,0.0118547547563105
albert_turner,rachel_wilson,0.050425258694930176
albert_turner,raymond_allen,0.014965018354460796
albert_turner,thomas_barnes,0.027698712629826743
albert_turner,traci_rowland,0.011077737304023595
albert_turner,trevor_ford,0.02289817685395649
alex_perez,debra_nolan_dds,0.014705239083876978
alex_perez,edward_collier,0.01539234638894472
alex_perez,jasmine_smith,0.01628606414004307
alex_perez,laura_phillips,0.014984106770628737
alexa_hernandez,alexander_wells,0.025305103021528844
alexa_hernandez,carl_rollins,0.03280318888248388
alexa_hernandez,frank_burns,0.019556542428424712
alexa_hernandez,james_webb,0.007388537118576816
alexa_hernandez,joshua_hernandez,0.007890063337561808
alexa_hernandez,justin_young,0.01726670130670565
alexa_hernandez,sandra_thompson,0.028853496277760567
alexa_hernandez,timothy_tucker,0.0716826006011283
alexander_perry,carolyn_campbell,0.011275110334051866
alexandra_chavez,cassandra_hernandez,0.016192194804746315
alexandria_jones,ashley_rogers,0.013283659881168659
alexandria_jones,eric_odom,0.006066202825287888
alexandria_jones,joshua_hernandez,0.01715282645862265
alexandria_jones,kerry_johnson,0.017308167285307756
alexandria_jones,sierra_montoya,0.017464547177206424
alexis_conrad,jessica_wade,0.006530538753929438
alexis_robinson,sandra_rivas,0.004790344764686485
alicia_walker,jack_lopez,0.009037290816080894
alicia_walker,joseph_krause,0.009653860165914165
alicia_walker,michael_powell,0.020350555993480693
alicia_walker,michael_solomon,0.012629931644857012
alicia_walker,randy_wheeler,0.01154752659485765
alicia_walker,robert_myers,0.020527286235897294
alicia_walker,ronald_thomas,0.008936905776360944
alicia_walker,shari_butler,0.01201685157576201
alicia_washington,ashley_johnson,0.046781663118946604
alicia_washington,justin_young,0.04437188436520617
alicia_washington,rodney_walker,0.014016951840709863
alison_moore,diana_stone,0.02121989845029902
alison_walker,alexander_munoz,0.024408249155675868
allen_bailey,daniel_rangel,0.006951870889006738
allen_bailey,gloria_murray_dvm,0.008960708399448071
allen_bailey,michelle_owens,0.005753421772232576
allen_bailey,nicole_stewart,0.03357988174151816
allen_bailey,raymond_adams,0.031022695313539024
allen_bailey,ronald_thomas,0.012470915912877405
allison_cummings,monica_carr,0.008623034641898885
allison_cummings,troy_hughes,0.02641353913553909
allison_greene,gary_evans,0.01594668726250393
amanda_curtis,jimmy_moore,0.007097479790252613
amanda_jones,donald_thomas,0.01322930321927802
amanda_jones,veronica_gibson,0.009358386297568914
amanda_morgan,christopher_mendoza,0.019595267469801333
amanda_morgan,jonathan_snyder,0.02315654767271138
amanda_morgan,karen_harris,0.00865490389729414
amanda_morgan,kevin_wade,0.005047204326815029
amanda_morgan,natalie_young,0.019424730020246247
amanda_murphy,amanda_murphy,0.014081013315801
amanda_murphy,carmen_lopez,0.010817718192651583
amanda_perry,brandi_duncan,0.008315240247513768
amanda_perry,david_rodriguez,0.004575281403115468
amanda_perry,dr._samuel_sharp_dds,0.009977562050370911
amanda_perry,john_zuniga,0.02058282686246175
amanda_perry,lauren_thomas_phd,0.004646491806279387
amanda_perry,nicole_stewart,0.014742777879948847
amanda_perry,ryan_hartman,0.008411467004834437
amanda_perry,tina_fields,0.06172553389080253
amanda_quinn,deborah_baker,0.040371940146273586
amanda_quinn,jeffrey_king,0.016641935384005057
amanda_quinn,matthew_rojas,0.010643430770842267
amanda_quinn,stephanie_mosley,0.005321373188778443
amanda_smith,benjamin_cole,0.006957659627157449
amanda_smith,bryan_george,0.008225839277933666
amanda_smith,henry_poole,0.008321468037680026
amanda_smith,sarah_wilkins,0.008130845922883283
amanda_spears,barbara_nunez,0.035504438486726665
amanda_spears,jasmine_smith,0.027517302875337237
amanda_thompson,allen_bailey,0.013851454564354559
amanda_walker,carl_rollins,0.006581147548689025
amanda_walker,cynthia_pena,0.0066657750668470996
amanda_white,anthony_stephens,0.006135044883489876
amanda_white,brian_elliott,0.004015178922172695
amanda_white,kevin_kelly,0.0039481632735183375
amanda_white,kevin_wade,0.0053222961899105905
amanda_white,matthew_barnes,0.007399257810867541
amanda_white,michael_price,0.003815464872690737
amanda_white,ruben_mccoy_phd,0.003881592909922281
amber_bennett,albert_turner,0.024895266244705016
amber_bennett,andrew_grimes,0.030026746664071426
amber_bennett,jerry_garcia,0.019967256084831797
amber_bennett,nicole_stewart,0.025732134352570844
amber_bennett,pamela_kelley,0.011499806704600315
amber_bennett,paula_guerrero,0.029331439136779054
amber_bennett,rachel_martin,0.023880080678534015
amber_bennett,raymond_allen,0.01911362990856574
amber_bennett,thomas_barnes,0.0295486416459384
amber_bennett,trevor_ford,0.015678026871176743
amber_hernandez_dvm,justin_knight,0.006803478551796098
amber_wright,joshua_smith,0.005708463544279253
amber_wright,trevor_ford,0.005787253732929289
amy_fletcher,angela_marshall,0.010238890794676115
amy_miller,brian_elliott,0.041687130641745763
amy_miller,darrell_pineda,0.013587588672803626
amy_miller,gary_brooks,0.0351720910418409
amy_miller,hayley_moore,0.02509992764156269
amy_miller,julia_jones,0.025308426138153633
amy_miller,michael_solomon,0.022796431250568294
amy_miller,patricia_reeves,0.018612992010350292
amy_miller,raymond_allen,0.014546850431377881
amy_miller,zachary_austin,0.03600525095865773
andrea_davis,daniel_morris,0.01813388797701797
andrea_davis,faith_bennett,0.02198435605004722
andrea_davis,jamie_bennett,0.04403671883966816
andrea_davis,maria_jackson,0.05554001464609378
andrea_davis,patrick_ramsey,0.02409007715672206
andrea_davis,paul_walker,0.009832842948961931
andrea_davis,william_delacruz,0.011505434574130993
andrea_robinson,julie_gibson,0.0018306241636604644
andrea_robinson,ryan_gross,0.0018834757237467547
andrea_robinson,teresa_cardenas,0.005527603580699809
andrew_alexander,anthony_martin,0.00417321421816385
andrew_alexander,george_wade,0.005634313934768739
andrew_alexander,james_martin,0.005402538863941895
andrew_alexander,john_larson,0.004105148504973797
andrew_alexander,joshua_branch,0.005556539953650932
andrew_alexander,michael_khan_dds,0.005326304910832436
andrew_alexander,nicholas_barrett,0.005479282741264184
andrew_alexander,samantha_shaffer,0.0042417352187134535
andrew_bennett,alexandria_jones,0.012649148051262339
andrew_bennett,ashley_rogers,0.007432374634781696
andrew_bennett,courtney_clark,0.019537634897501852
andrew_bennett,eric_odom,0.014343915294290011
andrew_bennett,jerry_bradley_md,0.016192115083318685
andrew_bennett,kyle_young,0.003604671957512203
andrew_bennett,linda_todd,0.013674644157456515
andrew_bennett,william_castro,0.013939678561575361
andrew_black,angela_cordova,0.004779593148043549
andrew_black,brandon_meyers,0.007006352483336075
andrew_black,christopher_anderson,0.011392663802869914
andrew_black,christopher_marquez,0.01162706805502654
andrew_black,david_ruiz,0.0066940064424920705
andrew_black,jamie_bennett,0.011745447424390792
andrew_black,janet_foster,0.011509475256641566
andrew_black,jennifer_cox,0.027696038934061407
andrew_black,kevin_may,0.030776228391155173
andrew_black,sandra_thompson,0.006779388866833499
andrew_grimes,jerry_garcia,0.02102988577917871
andrew_grimes,pamela_kelley,0.023287015219645144
andrew_grimes,raymond_allen,0.01427538503731234
