name,y_pred
gina_roberts,0.09682441061749919
jordan_green,0.0
jake_garcia,0.9703702850712481
jose_kennedy,1.0
gina_holloway,0.6348333457922801
marc_key,0.3725411137851658
carlos_terry,0.12055911169216188
alexa_pruitt,0.3950903600152048
colleen_mcmillan,1.0
jonathan_cox,0.7884029114686972
amanda_perry,0.010398790657966103
robert_snyder,0.0
adrian_pineda,0.0853003975307575
jennifer_aguilar,3.524158031314887e-06
matthew_smith,0.7906469962932764
amanda_curtis,0.22333186410936084
joshua_smith,0.05864784055357193
benjamin_cole,0.2910390457990183
mary_clark_dds,0.08386044192078367
andrew_james,0.0
michael_walker,0.6757200069317792
kenneth_allen,0.969705942882442
hannah_mitchell,0.03863149850834966
megan_james,0.35050058541448165
john_larson,0.0
thomas_harris,6.359046855330852e-06
stephanie_davis,0.44982723693259163
cody_berry,0.06646569943272701
christopher_powell,0.03437759746429901
tammy_brown_md,0.6500397171991547
eduardo_shields,0.13682053103280228
misty_ramsey,0.99439638429552
donald_williams,0.982376906876983
pamela_kelley,0.0007003226118813784
michael_dickerson,0.5741633158386693
chris_martin,0.10375208694117465
matthew_bryant,0.3848300620145169
james_turner,0.8084862482471706
anthony_randall,0.7478044400004226
kelsey_brewer,0.04338684247529956
brandy_sims,0.32180282273212674
scott_sanders,1.0
frank_martin,1.0
eugene_ibarra,0.15352351228260733
laura_perry,6.49555408809696e-05
kevin_may,0.003347804070605946
noah_morrow,0.5134275110409545
jennifer_simmons,1.0
ross_donovan,0.5980439156413767
joseph_martin_dvm,0.8602975348274278
william_marks,0.2610780181646599
regina_martinez,0.0
katie_alexander,1.496485258810006e-07
michael_rojas,0.9927688784454296
brandy_garner,0.00026585517482007097
heidi_mills,0.25536318709727285
steven_harris,0.0
matthew_rojas,0.09410956779114435
kimberly_morrison,0.0024450388411269243
tracy_bradshaw,0.037539556325771876
lauren_ramirez,0.9998889618521974
mary_sims,0.13250063836799214
connie_fisher,0.7925783221188173
felicia_smith,0.16689364840835783
stacy_dixon,0.33610741557906254
victoria_white,0.08761789072748088
caroline_branch,0.44970695109428793
elaine_becker,0.01857771224582133
tina_fields,0.024752905483099545
courtney_esparza,0.6380753389091377
george_wade,0.9436208755574909
mark_christian,0.9859022469390183
susan_barrett,0.2870420550894127
scott_stanley,1.0
bryan_barker,0.0
brian_lopez,0.7933038861620758
charles_white,0.5119002096410061
regina_bowman,0.025408618559657536
jeffrey_thornton,0.07489057305757588
carol_garrett,0.9896417796386149
joseph_blair,0.2463210471115174
nicole_mays,0.5567863488317009
randy_rodriguez,0.0162810540121677
mikayla_nelson,1.0
brandon_burgess,0.1158808989515667
margaret_reynolds,0.8310851042168966
andrea_davis,0.04800235011129294
kim_jones,0.036145696957313456
jerry_harris,0.35428062768574287
amanda_murphy,0.0
joseph_tapia,0.0
christopher_johnson,0.33384816387927996
kevin_houston,0.013052005963719356
gary_brooks,1.0
charles_larsen,0.12753645412968714
jeffrey_davis,0.06560282732896666
timothy_francis,0.6371222282642098
jennifer_obrien,3.3390705768215364e-09
danielle_lynch,0.0
michael_fitzgerald,0.23487261561810416
richard_mendoza,0.08649812381342989
rachel_golden,0.011376411488708523
angela_vargas,0.07783166871866297
sharon_maddox,0.061671291844011114
jennifer_washington,0.9989472551840176
nathaniel_hood,0.894181124233981
jonathan_martin,0.06215092998025481
daniel_leon,0.0
vincent_clark,1.0
brenda_harper,0.44977812922315485
dr._stephen_martin,0.0
kenneth_gross,0.9035635258371897
paula_thompson,0.4579771112543434
tanya_jimenez,0.6704311713580321
michael_adams,0.3414740130083291
angela_patterson,0.0010019813986199481
scott_ross,0.1868028402637634
natalie_young,0.012100928085919577
