name,year_of_study,participation,pe_percent,finals_percent,midterms_percent,afast,level_min_max,exp_min_max,t01_exp,t02_exp,t03_exp,t04_exp,t05_exp,t06_exp,t07_exp,t08_exp,t09_exp,t10_exp,num_videos,avg_videos_completion,confessed_assignments,num_confessed_assignments,batch_1821,batch_1935,batch_2023,major_-,major_Business Analytics,major_Chemistry,major_Computational Biology,major_Data Science and Analytics,major_Faculty of Arts & Social Sci,major_Faculty of Engineering,major_Faculty of Law,major_Faculty of Science,major_Life Sciences,major_Math/Applied Math,major_NUS Business School,major_Pharmacy,major_Physics,major_Quantitative Finance,major_School of Computing,major_School of Design & Environment,major_Statistics,major_Yong Loo Lin School (Medicine)
meghan_carter,1,3.0,0.975,0.7533333333333333,0.4,0,0.95,0.9398871768343001,225,250,250,225,225,225,250,250,200,,1,0.96,[''],0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
michael_solomon,1,4.5,0.85,0.6333333333333333,0.58,0,0.9,0.8860621512766507,275,275,275,225,275,275,275,275,275,,8,0.57,[''],0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
christopher_mendoza,1,3.0,0.45,0.56,0.37,0,0.8,0.7428777297417137,225,225,225,200,225,250,200,200,200,,51,0.016,[''],0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mr._jacob_flynn_jr.,1,3.5,0.725,0.7933333333333333,0.66,0,0.9,0.8680178349283769,200,275,250,250,250,275,275,250,275,,19,0.541,[''],0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
michael_camacho,3,3.0,0.95,0.8266666666666667,0.6,0,1.0,0.9792397984948699,225,250,250,250,225,225,275,250,275,,11,0.203,[''],0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tracy_bradshaw,1,3.5,0.625,0.7,0.58,0,0.8,0.7079592062964194,250,250,250,275,275,275,275,250,250,,8,0.336,[''],0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
richard_oneal,2,3.5,0.85,0.7733333333333333,0.61,0,0.9,0.8627831356464545,250,250,275,275,275,275,275,275,225,,88,0.447,[''],0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sharon_maddox,1,3.5,0.775,0.8133333333333332,0.6,0,0.85,0.8448619886930494,250,275,250,250,200,275,275,275,250,,12,0.6779999999999999,[''],0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
michael_harris,1,3.5,0.925,0.0,0.54,1,0.9,0.88563105839461,275,250,275,250,275,275,225,250,275,,4,0.5479999999999999,[''],0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
margaret_santiago,1,3.5,0.6,0.6,0.66,0,0.95,0.9455529689982631,250,250,275,250,275,275,275,275,250,,19,0.529,[''],0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
angela_cordova,1,2.5,0.55,0.6266666666666666,0.36,0,0.9,0.9050918227838746,250,250,225,225,0,225,200,200,225,,146,0.21600000000000003,[''],0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
debra_aguilar,1,3.0,0.425,0.54,0.52,0,0.8,0.6649730874872211,250,225,200,200,225,225,200,200,200,,43,0.6629999999999999,[''],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
jill_ferguson,1,3.0,0.8,0.5866666666666667,0.52,0,0.8,0.7529160354235179,225,250,225,225,250,250,225,225,250,,1,0.12,[''],0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jessica_carter,1,3.5,0.65,0.48666666666666664,0.26,0,0.9,0.8656776164258704,225,250,225,225,225,225,250,250,225,,19,0.546,[''],0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jorge_krause,1,3.0,0.75,0.5333333333333333,0.5,0,0.9,0.8782408947024842,250,225,225,225,225,225,225,200,225,,39,0.745,['facebook_stalker'],1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
megan_lopez,1,4.0,0.725,0.8133333333333332,0.54,0,0.8,0.7446636859673108,250,275,275,275,275,275,275,275,275,,7,0.004,[''],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
kevin_may,1,3.5,0.875,0.6866666666666668,0.61,0,1.0,0.9936506176945151,250,275,225,225,250,250,275,275,250,,6,0.018000000000000002,[''],0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jonathan_daniels,1,4.0,0.625,0.6266666666666666,0.54,0,0.8,0.6464360935594723,250,250,275,250,250,250,250,200,250,,24,0.386,[''],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
loretta_townsend,1,2.0,0.25,0.38666666666666666,0.19,0,0.5,0.38895047358632323,200,225,250,200,225,200,0,200,275,,19,0.254,[''],0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sean_park_dds,1,4.5,0.375,0.26666666666666666,0.4,1,0.8,0.7638781115668378,250,275,275,275,275,275,250,275,275,,20,0.253,[''],0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
jennifer_wilkerson,1,3.5,0.15,0.36666666666666664,0.17,1,0.8,0.6274064220522484,250,250,275,275,275,250,300,250,275,,69,0.15,[''],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leslie_daugherty,1,3.5,0.575,0.5,0.68,0,0.8,0.7066659276502973,225,225,225,225,225,225,250,225,250,,36,0.177,[''],0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deanna_roberts,1,3.5,0.8,0.74,0.58,0,0.85,0.8359937922624985,225,225,275,250,225,225,225,225,200,,47,0.55,[''],0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lori_rodriguez,1,3.0,0.95,0.9,0.74,0,1.0,0.9932195248124744,0,225,275,250,275,250,250,275,275,,40,0.002,[''],0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kristen_lopez,2,3.5,0.425,0.3,0.34,0,0.35,0.2473672541846802,225,225,250,250,225,225,225,225,225,,62,0.18899999999999997,[''],0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
andrea_robinson,1,3.5,0.45,0.3066666666666667,0.32,1,0.8,0.6373831430366181,250,250,250,275,250,250,300,250,275,,32,0.096,[''],0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
jake_garcia,1,3.0,0.45,0.4666666666666666,0.28,0,0.8,0.7144871842244638,250,225,225,225,225,225,225,225,275,,14,0.18899999999999997,[''],0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
alexander_munoz,1,3.5,0.775,0.7,0.46,0,0.8,0.7369040140905787,225,275,275,275,275,275,275,275,275,,5,0.0,[''],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
thomas_harris,1,3.5,0.95,0.8,0.58,0,1.0,0.9803483230486887,200,275,275,275,275,275,275,275,200,,24,0.141,[''],0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
heather_george,4,3.0,0.95,0.44,0.4,0,0.85,0.8008289300274667,275,250,250,225,225,250,275,250,225,,4,0.405,[''],0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sandra_rivas,1,3.5,0.95,0.7266666666666667,0.58,0,1.0,0.979424552587173,275,250,275,225,250,275,250,275,275,,25,0.022000000000000002,[''],0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jennifer_lynch,1,2.5,0.35,0.21333333333333332,0.1,1,0.75,0.5921799751197822,225,200,200,200,200,200,225,250,200,,42,0.402,[''],0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
darrell_roberson,1,3.5,0.675,0.7066666666666667,0.55,0,0.8,0.7724999692076512,225,225,275,225,250,250,225,275,275,,7,0.141,[''],0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jacqueline_middleton,1,3.0,0.275,0.41333333333333333,0.12,0,0.6,0.48816342115311184,200,250,225,225,250,225,250,225,225,,15,0.265,[''],0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
john_strong,1,3.0,1.0,0.7266666666666667,0.72,0,0.75,0.6064676249245586,225,225,250,225,250,225,250,225,225,,28,0.342,[''],0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mikayla_nelson,3,3.5,0.325,0.5533333333333333,0.6,0,0.8,0.6835100814149699,225,250,275,250,250,225,250,275,275,,9,0.556,['rogue_train'],1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
bryce_cain,1,4.5,1.0,0.7,0.8,0,0.85,0.787649804776509,250,275,275,275,275,275,275,275,275,,8,0.363,[''],0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
timothy_perez,4,3.5,0.25,0.22666666666666668,0.27,0,0.5,0.419742822303514,275,275,275,250,250,275,275,275,275,,15,0.209,[''],0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
kenneth_williams,1,2.5,0.675,0.5266666666666666,0.48,0,0.8,0.6335033070982522,250,0,200,250,275,275,250,250,225,,5,0.466,[''],0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
laura_waller,1,3.5,0.4,0.4733333333333334,0.34,0,0.7,0.5697015605562329,275,250,275,275,250,225,200,250,200,,17,0.418,"['funky_merge_spell', 'rogue_train', 'to_infinity_and_beyond']",3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tiffany_bailey,3,3.0,0.2,0.28,0.52,0,0.5,0.4106282870832255,250,225,250,225,200,225,225,225,225,,28,0.07200000000000001,[''],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
amanda_murphy,2,0.5,0.0,0.0,0.13,0,-0.65,-0.3357782458214782,225,250,250,225,0,0,0,0,0,,14,0.371,[''],0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
sean_romero,1,2.5,0.225,0.16666666666666669,0.22,1,0.8,0.6306088263188362,225,250,250,250,250,225,225,225,0,,31,0.669,[''],0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
corey_bender,2,3.5,0.2,0.24666666666666667,0.15,1,0.8,0.7643092044488784,250,275,250,250,225,275,275,275,275,,22,0.284,[''],0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
michael_montoya,1,0.5,0.875,0.8133333333333332,0.66,0,0.35,0.2797608050351649,0,0,200,275,300,0,0,225,0,,9,0.0,[''],0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
victoria_williams,1,3.5,0.7,0.45333333333333337,0.47,0,0.75,0.6194619960832132,300,275,275,275,275,275,225,200,225,,18,0.184,[''],0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
molly_davis,1,3.0,0.75,0.6066666666666667,0.36,0,1.0,0.9925420931406963,250,225,225,225,225,200,225,200,200,,20,0.613,[''],0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deborah_taylor,1,3.0,0.825,0.8266666666666667,0.64,0,0.85,0.8116062520784835,250,250,250,225,250,275,225,275,275,,14,0.381,[''],0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lindsay_moore,1,3.0,0.1,0.13333333333333333,0.38,1,0.55,0.45484609984111146,275,275,225,225,250,200,225,200,200,,44,0.066,"['part_i', 'hungry_games_training']",2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
eric_odom,1,2.5,0.0,0.64,0.24,0,0.7,0.5640973530897042,250,0,275,225,225,225,225,225,275,,47,0.33299999999999996,[''],0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matthew_butler,1,3.0,0.475,0.5,0.41,1,0.65,0.5406951680646392,225,275,275,275,275,275,200,200,225,,0,0.0,[''],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
veronica_david,1,3.0,0.725,0.7333333333333333,0.6,0,0.8,0.7470654891672517,225,200,225,250,225,225,250,250,225,,3,0.027000000000000003,[''],0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anthony_randall,1,3.0,0.625,0.6,0.53,0,0.8,0.7486051066031112,225,225,250,200,225,225,225,200,200,,28,0.33899999999999997,[''],0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
darren_cox,1,3.0,0.575,0.43333333333333335,0.43,0,0.8,0.7505758169210114,225,225,200,200,275,225,200,200,200,,27,0.126,[''],0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rachel_wilson,3,3.5,0.65,0.43333333333333335,0.44,0,0.8,0.7302528667676654,250,275,250,275,225,275,200,275,200,,41,0.203,[''],0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
zachary_austin,1,3.5,0.8,0.7466666666666667,0.54,0,0.8,0.7526081119363459,275,275,275,275,275,275,275,225,250,,36,0.607,[''],0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shelley_wells,1,3.5,0.45,0.5333333333333333,0.44,1,0.8,0.7510684945004864,250,250,250,225,225,275,225,225,275,,21,0.235,[''],0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hannah_cooke,1,3.0,0.65,0.7266666666666667,0.6,0,0.8,0.7284669105420685,250,250,250,225,275,250,225,275,250,,12,0.33,[''],0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
michael_marsh,1,3.0,0.975,0.9266666666666667,0.66,0,1.0,1.011879688135092,225,225,225,275,250,225,225,250,250,,1,0.0,[''],0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
amanda_flores,3,3.5,0.675,0.5,0.68,0,0.7,0.579555112145734,250,275,250,275,275,225,250,250,250,,5,0.39399999999999996,[''],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
wesley_spencer,1,4.5,0.525,0.39333333333333337,0.34,0,0.8,0.7730542314845606,250,250,275,300,250,250,275,250,275,,131,0.376,[''],0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
raymond_west,1,3.5,0.925,0.76,0.66,0,0.8,0.7591360898643904,250,250,250,275,250,275,275,275,225,,8,0.32,['dna_translation'],1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mrs._mary_johnson,1,3.0,0.575,0.5666666666666667,0.22,0,0.8,0.74872827599798,225,250,225,200,275,275,225,225,225,,21,0.09699999999999999,[''],0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
christopher_marquez,4,3.5,0.975,0.6533333333333333,0.74,0,0.8,0.7479892596287674,275,275,275,275,275,250,275,275,275,,2,0.0,[''],0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sarah_stark,1,3.0,0.525,0.33333333333333337,0.19,1,0.8,0.6338112305854241,250,250,225,225,250,225,250,225,225,,72,0.059000000000000004,['rogue_train'],1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
juan_hanson,1,2.5,0.35,0.0,0.24,1,0.5,0.3967717301604897,225,250,250,225,225,250,200,200,200,,15,0.038,[''],0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
faith_bennett,1,3.5,0.95,0.8,0.78,0,0.95,0.926646466885908,275,275,275,250,275,275,275,275,275,,11,0.38799999999999996,[''],0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daniel_graham,1,3.5,0.925,0.68,0.62,0,0.8,0.7465112268903422,250,250,250,225,250,275,250,250,275,,7,0.34299999999999997,[''],0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alyssa_smith,2,2.5,0.0,0.0,0.52,1,0.75,0.6032652206579708,200,275,200,275,200,200,200,200,225,,28,0.187,[''],0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
daniel_morris,2,3.0,0.05,0.1733333333333333,0.16,0,0.8,0.7414612817007229,200,250,250,250,250,275,225,225,0,,18,0.37200000000000005,[''],0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
carolyn_clark,1,4.5,1.0,0.8,0.68,0,1.05,1.0396543866779981,275,275,275,275,275,275,275,250,250,,18,0.205,[''],0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shannon_carpenter,2,3.0,0.475,0.56,0.5,0,0.8,0.6280222690265922,250,275,225,225,250,225,200,200,225,,4,0.6729999999999999,[''],0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
luis_armstrong,1,3.0,0.7,0.5066666666666666,0.49,0,0.8,0.7397369101725603,225,275,275,275,225,275,225,250,225,,10,0.16,[''],0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peggy_humphrey,1,3.0,0.0,0.0,0.25,1,0.0,0.001952234908669938,250,250,275,225,225,250,200,200,225,,56,0.529,[''],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
kelly_andrews,1,3.5,0.925,0.6866666666666668,0.61,0,1.0,0.9745593614898569,250,275,225,200,275,275,275,275,275,,2,0.155,[''],0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
cynthia_dougherty,1,4.5,0.975,0.7133333333333333,0.84,0,0.9,0.8581642833388758,275,275,250,250,275,250,275,250,225,,104,0.14400000000000002,[''],0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
rachel_martin,1,1.5,0.45,0.5933333333333334,0.48,0,0.4,0.290599711783616,0,0,225,200,200,200,225,200,225,,20,0.0,[''],0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
john_rowe,1,5.0,0.8,0.6466666666666667,0.76,0,1.05,1.0557279927083716,275,300,275,275,275,275,250,275,275,,1,0.0,[''],0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
bobby_brown,1,4.0,1.0,0.7133333333333333,0.62,0,0.9,0.8678330808360737,275,250,275,275,250,250,250,250,225,,7,0.39899999999999997,[''],0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scott_ross,1,3.5,0.75,0.6,0.46,0,0.8,0.6303624875290987,250,275,275,275,275,275,300,275,275,,29,0.255,[''],0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
jordan_alexander,1,2.5,0.175,0.33333333333333337,0.28,1,0.5,0.3905516757196172,225,250,225,200,250,200,225,200,200,,31,0.299,[''],0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ryan_moore,1,3.0,0.25,0.32,0.38,0,-0.1,-0.07872371873036982,250,200,250,275,225,225,225,225,225,,18,0.09699999999999999,[''],0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
helen_mcdonald,1,3.0,0.7,0.42,0.39,0,0.8,0.7226779489832366,250,250,275,200,225,225,200,225,200,,67,0.172,['3_station_ippt'],1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
laurie_wallace,1,2.5,0.45,0.33333333333333337,0.16,1,0.7,0.5697015605562329,225,225,225,225,225,200,225,225,225,,14,0.18899999999999997,[''],0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scott_hurst,1,3.5,0.375,0.16,0.18,1,0.8,0.6817241251893729,275,275,250,275,250,275,225,275,225,,14,0.025,['diagnostics'],1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nancy_sanchez,1,2.5,0.2,0.34,0.4,1,0.55,0.4772629297072263,225,250,225,225,200,200,200,200,200,,14,0.406,[''],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
jessica_smith,1,3.5,0.7,0.66,0.72,0,0.9,0.9077399647735529,225,250,250,250,250,250,250,250,250,,20,0.518,[''],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
austin_morrison,1,4.0,0.975,0.7133333333333333,0.75,0,1.05,1.0485841678059835,275,250,250,275,250,250,275,250,250,,3,0.09699999999999999,[''],0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
james_romero,1,4.5,0.9,0.6266666666666666,0.58,0,0.8,0.7687433026641539,275,275,275,250,275,275,275,250,275,,2,0.0,[''],0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
heidi_benson,1,2.0,0.8,0.5866666666666667,0.6,0,0.8,0.7212615009422458,225,275,0,225,275,250,200,0,250,,0,0.0,[''],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
brandi_duncan,1,3.5,0.6,0.7333333333333333,0.58,0,0.9,0.8994876153173458,250,250,275,275,275,275,250,225,225,,37,0.349,[''],0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cody_johnson,1,3.5,0.75,0.45333333333333337,0.28,0,0.8,0.6389227604724778,300,250,275,250,250,250,275,225,275,,2,0.0,[''],0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kimberly_smith,1,3.0,0.7,0.44,0.57,0,0.85,0.793130842848169,250,250,0,250,0,250,275,250,275,,82,0.174,[''],0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jesse_perry,1,3.0,0.475,0.5666666666666667,0.56,0,0.8,0.7682506250846789,250,275,250,275,275,275,0,275,275,,32,0.183,[''],0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miss_heather_smith,2,3.0,0.425,0.45333333333333337,0.48,0,0.5,0.39788025471430855,250,250,250,250,275,250,250,250,225,,9,0.308,[''],0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
steven_adams,1,4.0,0.525,0.5466666666666666,0.56,0,0.8,0.7450947788493514,275,275,275,275,275,275,275,225,225,,18,0.48,[''],0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wesley_baker,4,2.5,0.675,0.7866666666666667,0.16,0,-0.55,-0.292484203525108,275,275,275,225,200,250,200,0,275,,18,0.068,[''],0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
lori_henry,1,3.0,0.625,0.5466666666666666,0.62,1,0.85,0.8460320979443027,225,275,225,225,250,225,225,250,250,,7,0.524,[''],0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kenneth_brown,1,3.5,0.75,0.6733333333333333,0.46,0,0.85,0.8044008424786608,250,250,250,275,250,250,250,250,225,,24,0.382,[''],0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ashley_donaldson,4,2.5,0.05,0.15333333333333335,0.4,1,0.3,0.2054280752318664,225,275,250,225,200,225,200,200,225,,52,0.581,[''],0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
frank_williams,2,3.0,0.35,0.49333333333333335,0.46,0,0.85,0.8297121531241916,250,250,225,225,250,250,225,225,225,,14,0.504,[''],0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
amber_hernandez,1,4.5,0.6,0.6466666666666667,0.46,0,0.8,0.6463745088620378,275,275,275,275,275,275,275,275,275,,11,0.003,[''],0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dawn_hughes,4,3.5,0.8,0.62,0.66,0,0.8,0.6495769131286258,225,250,250,250,200,225,225,200,225,,14,0.281,[''],0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cynthia_pena,1,3.5,0.7,0.5133333333333333,0.5,0,0.8,0.7455874564288265,250,275,250,275,275,275,275,275,275,,56,0.525,[''],0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daniel_campbell,1,4.5,0.7,0.7066666666666667,0.41,0,0.8,0.6513628693542228,250,250,250,250,250,250,275,275,275,,32,0.273,['circle_manipulation'],1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adrian_pineda,1,4.0,0.75,0.5866666666666667,0.54,0,0.85,0.8236768527756222,275,275,275,275,275,275,275,275,275,,20,0.187,[''],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
amy_fletcher,1,4.0,0.65,0.5266666666666666,0.66,0,0.8,0.6816009557945041,225,250,225,275,275,275,275,275,275,,20,0.113,[''],0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mary_dalton,1,2.5,0.05,0.42,0.24,1,0.5,0.37737255046865953,225,250,250,200,225,225,225,200,200,,15,0.535,[''],0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kenneth_gross,1,3.5,0.375,0.43333333333333335,0.54,0,0.9,0.8617977804875043,250,250,250,275,250,250,275,250,250,,22,0.377,[''],0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
elizabeth_ramirez,1,4.0,0.975,0.7266666666666667,0.54,0,1.0,0.9943896340637277,250,275,250,275,250,275,275,250,250,,38,0.2,[''],0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jennifer_nguyen,1,3.0,0.975,0.78,0.8,0,0.85,0.8375949943957924,225,250,225,250,225,275,275,275,250,,5,0.11599999999999999,[''],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
michael_jordan,1,2.5,0.475,0.46,0.32,0,0.8,0.7545172375568118,225,225,250,225,250,225,225,200,200,,19,0.306,[''],0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
julie_mendoza,1,3.0,0.775,0.74,0.52,0,0.8,0.7312998066240499,225,250,250,275,250,250,250,250,250,,5,0.156,[''],0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
jessica_williams,1,2.5,0.85,0.8,0.62,0,0.8,0.753408713002993,225,225,225,225,250,225,225,200,200,,6,0.073,[''],0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
