NodeID1,NodeID2,0,1,2
aaron_christian,marc_key,0.26986241179675435,0.3150873448398342,0.41505024336341145
aaron_christian,joseph_trevino,0.28000336053711666,0.41392135749416864,0.3060752819687147
aaron_pope,annette_solis,0.2752377828210407,0.3136949356826971,0.4110672814962622
aaron_pope,carol_harris,0.3602044994375478,0.312877714765841,0.32691778579661124
aaron_powell,jennifer_simmons,0.2332810434443072,0.26683594237167535,0.4998830141840174
aaron_powell,alicia_washington,0.3855907326408026,0.2867668006926112,0.32764246666658614
aaron_powell,ashley_johnson,0.4492793415094775,0.250321696844029,0.3003989616464935
aaron_powell,jose_kennedy,0.3758929747435881,0.27055879460841775,0.3535482306479941
aaron_powell,pamela_gibbs,0.47285488279984506,0.2491403544873907,0.27800476271276425
aaron_powell,justin_young,0.3749702412082066,0.2885700671903414,0.336459691601452
aaron_powell,rachel_hinton,0.21604154679410323,0.3100645957489452,0.4738938574569516
adam_french,robin_coleman,0.4291776973387895,0.29104719370702736,0.2797751089541831
adam_king,charles_white,0.33327444982673204,0.48739280559115095,0.17933274458211704
adam_king,brianna_wong,0.4921581938569168,0.38166170955794965,0.1261800965851336
adam_king,elizabeth_kennedy,0.5072178804968702,0.3754680323417281,0.1173140871614017
adam_king,brandy_sims,0.46459169286631263,0.41357680424936577,0.12183150288432161
adam_king,kristina_wilcox,0.5148160681211632,0.3695204955498468,0.11566343632899002
adam_king,william_cruz,0.5154407025735795,0.36817326606111667,0.11638603136530375
adrian_barnes_dds,kyle_wang,0.24630504113182142,0.5032226198027562,0.25047233906542243
adrian_barnes_dds,matthew_lang,0.2731796617678589,0.38316815641227553,0.3436521818198655
adrian_king,samuel_hayes,0.5143424812254019,0.3705460245289961,0.11511149424560196
adrian_king,tina_smith,0.2662079289962529,0.42161477882791376,0.31217729217583334
adrian_king,christine_robertson,0.3571907367778835,0.3112713175676685,0.331537945654448
adrian_king,crystal_smith,0.4878936169062818,0.3982105414276597,0.11389584166605844
adrian_king,cynthia_dougherty,0.23357733718386847,0.47196685594987525,0.2944558068662563
adrian_pineda,diana_lee,0.23836794494674463,0.2728478383574004,0.4887842166958549
alan_williams,john_cuevas_md,0.2793108615449298,0.4679949556954638,0.2526941827596064
alan_williams,jennifer_washington,0.4042690899412256,0.43823823379683224,0.15749267626194216
alan_williams,franklin_carlson,0.47573182080215476,0.4005378113441561,0.12373036785368913
